cpb,titulo,titulo_norm,pontuacao_total,n_festivais,lista_festivais,fonte,Oscar,Cannes,Berlim,Veneza,Sundance,Locarno,TIFF,San Seb.,Rotterdam,Annecy,Outros Intl,Havana,NYFF,BFI London,BAFTA,Globo de Ouro,Brasília,Gramado,Fest.Rio,Mostra SP
,SUPER NADA,super nada,7.0,0,,Ata BRDE/FSA PRODAV 07/2015 — Desempenho Artístico (resultado final),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,CORES,cores,6.0,0,,Ata BRDE/FSA PRODAV 07/2015 — Desempenho Artístico (resultado final),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,HOJE,hoje,5.5,0,,Ata BRDE/FSA PRODAV 07/2015 — Desempenho Artístico (resultado final),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,EDUCAÇÃO SENTIMENTAL,educacao sentimental,5.5,0,,Ata BRDE/FSA PRODAV 07/2015 — Desempenho Artístico (resultado final),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,SÃO SILVESTRE,sao silvestre,4.5,0,,Ata BRDE/FSA PRODAV 07/2015 — Desempenho Artístico (resultado final),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,COLEGAS,colegas,4.5,0,,Ata BRDE/FSA PRODAV 07/2015 — Desempenho Artístico (resultado final),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,O EXERCÍCIO DO CAOS,o exercicio do caos,3.0,0,,Ata BRDE/FSA PRODAV 07/2015 — Desempenho Artístico (resultado final),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,A OESTE DO FIM DO MUNDO,a oeste do fim do mundo,4.5,0,,Ata BRDE/FSA PRODAV 07/2015 — Desempenho Artístico (resultado final),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,A FLORESTA DE JONATHAS,a floresta de jonathas,4.5,0,,Ata BRDE/FSA PRODAV 07/2015 — Desempenho Artístico (resultado final),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,CASA GRANDE,casa grande,59.5,0,,Ata BRDE/FSA PRODAV 07/2017 — Desempenho Artístico (resultado final),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,AUSÊNCIA,ausencia,48.5,0,,Ata BRDE/FSA PRODAV 07/2017 — Desempenho Artístico (resultado final),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,BRANCO SAI PRETO FICA,branco sai preto fica,45.5,0,,Ata BRDE/FSA PRODAV 07/2017 — Desempenho Artístico (resultado final),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,BEIRA-MAR,beira-mar,37.0,0,,Ata BRDE/FSA PRODAV 07/2017 — Desempenho Artístico (resultado final),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,OBRA,obra,36.5,0,,Ata BRDE/FSA PRODAV 07/2017 — Desempenho Artístico (resultado final),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,SANGUE AZUL,sangue azul,30.5,0,,Ata BRDE/FSA PRODAV 07/2017 — Desempenho Artístico (resultado final),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,DEPOIS DA CHUVA,depois da chuva,28.0,0,,Ata BRDE/FSA PRODAV 07/2017 — Desempenho Artístico (resultado final),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,A HISTORIA DA ETERNIDADE,a historia da eternidade,28.0,0,,Ata BRDE/FSA PRODAV 07/2017 — Desempenho Artístico (resultado final),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,PERMANÊNCIA,permanencia,25.5,0,,Ata BRDE/FSA PRODAV 07/2017 — Desempenho Artístico (resultado final),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,TUDO QUE APRENDEMOS JUNTOS,tudo que aprendemos juntos,22.5,0,,Ata BRDE/FSA PRODAV 07/2017 — Desempenho Artístico (resultado final),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,A ESTRADA 47,a estrada 47,21.5,0,,Ata BRDE/FSA PRODAV 07/2017 — Desempenho Artístico (resultado final),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,A VIDA PRIVADA DOS HIPOPÓTAMOS,a vida privada dos hipopotamos,20.0,0,,Ata BRDE/FSA PRODAV 07/2017 — Desempenho Artístico (resultado final),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,CALIFÓRNIA,california,19.0,0,,Ata BRDE/FSA PRODAV 07/2017 — Desempenho Artístico (resultado final),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,BETINHO-A ESPERANÇA EQUILIBRISTA,betinho-a esperanca equilibrista,12.5,0,,Ata BRDE/FSA PRODAV 07/2017 — Desempenho Artístico (resultado final),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,EM TRÊS ATOS,em tres atos,9.5,0,,Ata BRDE/FSA PRODAV 07/2017 — Desempenho Artístico (resultado final),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,CINCO VEZES CHICO - O VELHO E SUA GENTE,cinco vezes chico - o velho e sua gente,8.5,0,,Ata BRDE/FSA PRODAV 07/2017 — Desempenho Artístico (resultado final),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,CÁSSIA,cassia,8.0,0,,Ata BRDE/FSA PRODAV 07/2017 — Desempenho Artístico (resultado final),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,A NAÇÃO QUE NÃO ESPEROU POR DEUS,a nacao que nao esperou por deus,6.5,0,,Ata BRDE/FSA PRODAV 07/2017 — Desempenho Artístico (resultado final),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,QUASE SAMBA,quase samba,4.5,0,,Ata BRDE/FSA PRODAV 07/2017 — Desempenho Artístico (resultado final),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,AQUI DESTE LUGAR,aqui deste lugar,2.5,0,,Ata BRDE/FSA PRODAV 07/2017 — Desempenho Artístico (resultado final),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,O OUTRO LADO DO PARAÍSO,o outro lado do paraiso,27.5,0,,Ata BRDE/FSA PRODAV 07/2017 — Desempenho Artístico (resultado final),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,OS ULTIMOS CANGACEIROS,os ultimos cangaceiros,26.0,0,,Ata BRDE/FSA PRODAV 07/2017 — Desempenho Artístico (resultado final),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,FUTURO JUNHO,futuro junho,22.0,0,,Ata BRDE/FSA PRODAV 07/2017 — Desempenho Artístico (resultado final),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,MATE-ME POR FAVOR,mate-me por favor,60.0,0,,Ata BRDE/FSA Desempenho Artístico 2018 (resultado final),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ELA VOLTA NA QUINTA,ela volta na quinta,49.0,0,,Ata BRDE/FSA Desempenho Artístico 2018 (resultado final),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,CINEMA NOVO,cinema novo,48.0,0,,Ata BRDE/FSA Desempenho Artístico 2018 (resultado final),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,PARA MINHA AMADA MORTA,para minha amada morta,37.0,0,,Ata BRDE/FSA Desempenho Artístico 2018 (resultado final),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,CAMPO GRANDE,campo grande,33.0,0,,Ata BRDE/FSA Desempenho Artístico 2018 (resultado final),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,A MORTE DE J.P. CUENCA,a morte de j.p. cuenca,19.0,0,,Ata BRDE/FSA Desempenho Artístico 2018 (resultado final),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ELIS,elis,16.0,0,,Ata BRDE/FSA Desempenho Artístico 2018 (resultado final),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,OS INIMIGOS DA DOR,os inimigos da dor,15.5,0,,Ata BRDE/FSA Desempenho Artístico 2018 (resultado final),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,MARESIA,maresia,15.5,0,,Ata BRDE/FSA Desempenho Artístico 2018 (resultado final),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,NISE - O CORAÇÃO DA LOUCURA,nise - o coracao da loucura,14.5,0,,Ata BRDE/FSA Desempenho Artístico 2018 (resultado final),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,EL ARDOR,el ardor,11.5,0,,Ata BRDE/FSA Desempenho Artístico 2018 (resultado final),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,RALÉ,rale,11.5,0,,Ata BRDE/FSA Desempenho Artístico 2018 (resultado final),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,AMORES URBANOS,amores urbanos,9.0,0,,Ata BRDE/FSA Desempenho Artístico 2018 (resultado final),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,O ROUBO DA TAÇA,o roubo da taca,6.0,0,,Ata BRDE/FSA Desempenho Artístico 2018 (resultado final),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,REZA A LENDA,reza a lenda,6.0,0,,Ata BRDE/FSA Desempenho Artístico 2018 (resultado final),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,O TOURO (THE BULL),o touro (the bull),13.5,0,,Ata BRDE/FSA Desempenho Artístico 2018 (resultado final),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,A VIZINHANÇA DO TIGRE,a vizinhanca do tigre,12.5,0,,Ata BRDE/FSA Desempenho Artístico 2018 (resultado final),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"JOÃO, O MAESTRO","joao, o maestro",8.0,0,,Ata BRDE/FSA Desempenho Artístico 2018 (resultado final),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"TEOBALDO MORTO, ROMEU EXILADO","teobaldo morto, romeu exilado",2.5,0,,Ata BRDE/FSA Desempenho Artístico 2018 (resultado final),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,VAMPIRO 40º,vampiro 40º,2.5,0,,Ata BRDE/FSA Desempenho Artístico 2018 (resultado final),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1800445100000,DIAMANTINO,diamantino,88.0,35,BAFICI | BFI - Festival de Cinema de Londres | Black Nights Film Festival | Cine Ceará | Donostia - Festival Internacional de Cinema de San Sebastián | Festival Cavalo de Ouro de Taipei (Taipei Golden Horse Film Festival) | Festival de Cannes | Festival de Cinema de Bogotá | Festival de Cinema de Varsóvia | Festival do Rio | Festival Internacional de Cinema de Cork | Festival Internacional de Cinema de Estocolmo | Festival Internacional de Cinema de Karlovy Vary | Festival Internacional de Cinema de Miami | Festival Internacional de Cinema de Morelia | Festival Internacional de Cinema de Munique (Filmfest München) | Festival Internacional de Cinema de Nova York | Festival Internacional de Cinema de Roterdã | Festival Internacional de Cinema de Toronto | Festival Internacional de Cinema de Viena | Festival Internacional de Melbourne | Festival Internacional Entrevues Belfort | FID Marseille (ex-Festival Internacional de Documentários de Marselha) | Hong Kong International Film Festival | Janela Internacional do Cinema | Jeonju Internacional Film Festival | Los Angeles AFI Fest | Mostra Internacional de Cinema de São Paulo | Mumbai International Film Festival | Palm Springs | Queer Lisboa - Festival Internacional de Cinema Queer | Sarajevo Film Festival | Sitges - Festival Internacional de Cinema Fantástico da Catalunha | Thessaloniki International Film Festival | Vancouver International Film Festival,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1800293900000,AS HERDEIRAS,as herdeiras,83.0,21,Athens International Film Festival | Donostia - Festival Internacional de Cinema de San Sebastián | Festival de Cinema de Cartagena | Festival de Cinema de Istambul | Festival de Cinema Ibero-americano de Huelva | Festival de Gramado | Festival de Nouveau Cinema | Festival Internacional de Cinema de Berlim | Festival Internacional de Cinema de Edimburgo | Festival Internacional de Cinema de Estocolmo | Festival Internacional de Cinema de Moscou | Festival Internacional de Viña del Mar | Festival Internacional do Novo Cinema Latino-americano (Festival de Havana) | Frameline - Festival Internacional de Cinema LGBT de São Francisco | Jeonju Internacional Film Festival | Molodist - Festival Internacional de Cinema de Kiev | Mumbai International Film Festival | SFF - Sydney Film Festival | SIFF - Seattle International Film Festival | Transilvania International Film Festival | Vancouver International Film Festival,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1700085300000,ARÁBIA,arabia,74.5,31,BAFICI | BFI - Festival de Cinema de Londres | Donostia - Festival Internacional de Cinema de San Sebastián | Encontros de Cinema da Amércia Latina de Toulouse | Festival de Brasília | Festival de Cinema Brésilien de Paris | Festival de Cinema de Cartagena | Festival de Cinema e Cultura da América Latina de Biarritz | Festival de Nouveau Cinema | Festival do Rio | Festival Internacional de Cinema Contemporâneo de Assunção | Festival Internacional de Cinema de Karlovy Vary | Festival Internacional de Cinema de Roterdã | Festival Internacional de Cinema de Viena | Festival Internacional de Cinema do Cairo | Festival Internacional de Cinema do Uruguai | Festival Internacional do Novo Cinema Latino-americano (Festival de Havana) | Festival Internacional Entrevues Belfort | Festival Trois Continents (Nantes) | FID Marseille (ex-Festival Internacional de Documentários de Marselha) | FIFF - Festival Internacional de Films de Fribourg | Film Festival Ghent | Forumdoc.bh - Festival do Filme Documentário e Etnográfico | INDIELISBOA - Festival Internacional de Cinema Independente | Janela Internacional do Cinema | Mostra de Cinema de Tiradentes (Minas Gerais) | Mostra Internacional de Cinema de São Paulo | New Directors New Films | Panorama Internacional Coisa de Cinema | Semana de Cinema | Thessaloniki International Film Festival,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2100427500000,NOITE DE FOGO,noite de fogo,68.0,24,Academia Brasileira de Cinema [Grande Prêmio do Cinema Brasileiro] | Academia de las Artes y las Ciencias Cinematograficas de España [GOYA] | Athens International Film Festival | BFI - Festival de Cinema de Londres | Donostia - Festival Internacional de Cinema de San Sebastián | Festival Cavalo de Ouro de Taipei (Taipei Golden Horse Film Festival) | Festival de Cannes | Festival Internacional de Cinema de Busan | Festival Internacional de Cinema de Chicago | Festival Internacional de Cinema de Estocolmo | Festival Internacional de Cinema de Karlovy Vary | Festival Internacional de Cinema de Nova York | Festival Internacional de Cinema de Pingyao | Festival Internacional de Cinema de Roterdã | Festival Internacional de Cinema de Viena | Festival Internacional de Melbourne | Festival Internacional de Viña del Mar | Festival Internacional do Novo Cinema Latino-americano (Festival de Havana) | IFFK - International Film Festival of Kerala | KIFF - Kolkata International Film Festival | Los Angeles AFI Fest | Palm Springs | Sarajevo Film Festival | Zurich Film Festival,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1900029000000,TITO E OS PÁSSAROS,tito e os passaros,65.5,23,Academia Brasileira de Cinema [Grande Prêmio do Cinema Brasileiro] | Anima Mundi | Athens International Film Festival | Chicago Children - Festival de Cinema Infantil de Chicago | CINANIMA | Cine Ceará | Encontros de Cinema da Amércia Latina de Toulouse | Festival de Cinema Brésilien de Paris | Festival de Cinema de Roma | Festival de Cinema de Varsóvia | Festival de Cinema e Cultura da América Latina de Biarritz | Festival de Gramado | Festival Internacional de Animação - Annecy | Festival Internacional de Cine de Mar del Plata | Festival Internacional de Cinema de Estocolmo | Festival Internacional de Cinema de Guadalajara | Festival Internacional de Cinema de Toronto | Festival Internacional do Novo Cinema Latino-americano (Festival de Havana) | Festival Trois Continents (Nantes) | LUCAS Internationales KinderFilmFestival | SFF - Sydney Film Festival | SIFF - Seattle International Film Festival | Sitges - Festival Internacional de Cinema Fantástico da Catalunha,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1800445500000,LOS SILENCIOS,los silencios,64.0,17,Academia Brasileira de Cinema [Grande Prêmio do Cinema Brasileiro] | Cine Ceará | Donostia - Festival Internacional de Cinema de San Sebastián | Encontros de Cinema da Amércia Latina de Toulouse | Festival de Brasília | Festival de Cannes | Festival de Cinema de Cartagena | Festival de Cinema e Cultura da América Latina de Biarritz | Festival de Nouveau Cinema | Festival do Rio | Festival Internacional de Cinema de Estocolmo | Festival Internacional de Cinema de Pingyao | Festival Internacional de Melbourne | Festival Internacional do Novo Cinema Latino-americano (Festival de Havana) | IFFI - Festival Internacional de cinema da Índia (Goa) | IFFK - International Film Festival of Kerala | Mostra Internacional de Cinema de São Paulo,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1800132900000,TINTA BRUTA,tinta bruta,59.5,25,Athens International Film Festival | Cine Ceará | Cine Esquema Novo - Festival de Cinema de Porto Alegre | Festival de Cinema Brésilien de Paris | Festival de Cinema LGBTIQ+ de Londres - BFI Flare | Festival do Rio | Festival Internacional de Cinema de Berlim | Festival Internacional de Cinema de Chicago | Festival Internacional de Cinema de Estocolmo | Festival Internacional de Cinema de Guadalajara | Festival Internacional de Cinema de Moscou | Festival Internacional de Melbourne | Festival Internacional do Novo Cinema Latino-americano (Festival de Havana) | Festival Mix Brasil de Cultura da Diversidade | Frameline - Festival Internacional de Cinema LGBT de São Francisco | Molodist - Festival Internacional de Cinema de Kiev | Mostra Internacional de Cinema de São Paulo | NewFest - Festival de Cinema e Mídias LGBTQ+ | Palm Springs | Panorama Internacional Coisa de Cinema | Queer Lisboa - Festival Internacional de Cinema Queer | SFF - Sydney Film Festival | SIFF - Seattle International Film Festival | Transilvania International Film Festival | Vancouver Queer Film Festival,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1900366600000,A VIDA INVISÍVEL,a vida invisivel,59.5,19,Academia Brasileira de Cinema [Grande Prêmio do Cinema Brasileiro] | BFI - Festival de Cinema de Londres | Cine Ceará | Festival de Cannes | Festival de Cinema de Denver | Festival de Cinema e Cultura da América Latina de Biarritz | Festival Internacional de Cine de Mar del Plata | Festival Internacional de Cinema de Karlovy Vary | Festival Internacional de Cinema de Munique (Filmfest München) | Festival Internacional de Cinema de Toronto | Festival Internacional de Cinema de Viena | Festival Internacional de Melbourne | Festival Internacional do Novo Cinema Latino-americano (Festival de Havana) | Mostra Internacional de Cinema de São Paulo | Palm Springs | Semana Internacional de Cine de Valladolid (Seminci) | SFF - Sydney Film Festival | Vancouver International Film Festival | Zurich Film Festival,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1800515000000,CHUVA É CANTORIA NA ALDEIA DOS MORTOS,chuva e cantoria na aldeia dos mortos,58.5,21,Athens International Film Festival | BFI - Festival de Cinema de Londres | Cine Esquema Novo - Festival de Cinema de Porto Alegre | Festival de Cannes | Festival de Cinema de Cartagena | Festival de Cinema de Istambul | Festival do Rio | Festival du Film Brésilien de Montreal | Festival Internacional de Cine de Mar del Plata | Festival Internacional de Cinema de Beijing | Festival Internacional de Cinema de Cork | Festival Internacional de Cinema de Gijon | Festival Internacional de Cinema de Munique (Filmfest München) | Festival Internacional de Cinema de Viena | Festival Internacional de Marrakesh | Festival Internacional de Turim | Festival Internacional do Novo Cinema Latino-americano (Festival de Havana) | FICUNAM | Forumdoc.bh - Festival do Filme Documentário e Etnográfico | Mostra Internacional de Cinema de São Paulo | Vancouver International Film Festival,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1900232700000,DIVINO AMOR,divino amor,58.5,19,Academia Brasileira de Cinema [Grande Prêmio do Cinema Brasileiro] | Athens International Film Festival | Festival de Cinema de Denver | Festival de Cinema de Istambul | Festival Internacional de Cinema de Berlim | Festival Internacional de Cinema de Durban | Festival Internacional de Cinema de Guadalajara | Festival Internacional de Cinema de Miami | Festival Internacional de Cinema de Viena | Festival Internacional de Melbourne | Festival Internacional de Viña del Mar | Festival Internacional do Novo Cinema Latino-americano (Festival de Havana) | Hong Kong International Film Festival | INDIELISBOA - Festival Internacional de Cinema Independente | Los Angeles AFI Fest | SFF - Sydney Film Festival | Sundance Film Festival | Vancouver International Film Festival | Zurich Film Festival,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1700278300000,BARONESA,baronesa,57.0,21,Art of the Real | FEMINA - Festival Internacional de Cinema Feminino | Festival de Brasília | Festival de Cine de Mujeres – FEMCINE | Festival de Cinema de Vitória | Festival Guarnicê de Cinema | Festival Internacional de Cine de Mar del Plata | Festival Internacional de Cinema de Valdivia | Festival Internacional de Cinema de Viena | Festival Internacional do Novo Cinema Latino-americano (Festival de Havana) | FICUNAM | FID Marseille (ex-Festival Internacional de Documentários de Marselha) | Forumdoc.bh - Festival do Filme Documentário e Etnográfico | INDIELISBOA - Festival Internacional de Cinema Independente | Janela Internacional do Cinema | Jeonju Internacional Film Festival | Mostra de Cinema de Tiradentes (Minas Gerais) | Olhar de Cinema - Festival Internacional de Curitiba | Panorama Internacional Coisa de Cinema | Semana de Cinema | Thessaloniki International Film Festival,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1700480900000,ZAMA,zama,53.5,19,Academia de las Artes y las Ciencias Cinematograficas de España [GOYA] | BFI - Festival de Cinema de Londres | Festival de Cine de Mujeres – FEMCINE | Festival de Cinema de Cartagena | Festival de Cinema de Shangai | Festival Internacional de Cinema de Beijing | Festival Internacional de Cinema de Busan | Festival Internacional de Cinema de Karlovy Vary | Festival Internacional de Cinema de Munique (Filmfest München) | Festival Internacional de Cinema de Nova York | Festival Internacional de Cinema de Roterdã | Festival Internacional de Cinema de Toronto | Festival Internacional de Cinema de Valdivia | Festival Internacional de Cinema de Veneza | Festival Internacional de Melbourne | Festival Internacional do Novo Cinema Latino-americano (Festival de Havana) | Hong Kong International Film Festival | Mostra Internacional de Cinema de São Paulo | Mumbai International Film Festival,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1600181500000,A CIDADE ONDE ENVELHEÇO,a cidade onde envelheco,53.0,15,Cine Las Americas International Film Festival | DOCLISBOA - Festival Internatcional de Cinema | Donostia - Festival Internacional de Cinema de San Sebastián | Festival de Brasília | Festival de Cinema e Cultura da América Latina de Biarritz | Festival Internacional de Cinema de Chicago | Festival Internacional de Cinema de Munique (Filmfest München) | Festival Internacional de Cinema de Roterdã | Festival Internacional de Cinema do Uruguai | Festival Internacional do Novo Cinema Latino-americano (Festival de Havana) | Forumdoc.bh - Festival do Filme Documentário e Etnográfico | Janela Internacional do Cinema | Mostra de Cinema de Tiradentes (Minas Gerais) | Palm Springs | Panorama Internacional Coisa de Cinema,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1800307200000,SUEÑO FLORIANÓPOLIS,sueno florianopolis,50.0,16,BFI - Festival de Cinema de Londres | Donostia - Festival Internacional de Cinema de San Sebastián | Festival do Rio | Festival Internacional de Cine de Mar del Plata | Festival Internacional de Cinema de Chicago | Festival Internacional de Cinema de Gijon | Festival Internacional de Cinema de Guadalajara | Festival Internacional de Cinema de Karlovy Vary | Festival Internacional de Cinema de Miami | Festival Internacional de Cinema de Punta Del Este | Festival Internacional de Cinema de São Francisco | Festival Internacional de Cinema de Toronto | Festival Internacional de Cinema do Cairo | Mostra Internacional de Cinema de São Paulo | Thessaloniki International Film Festival | Zurich Film Festival,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2100017700000,BOB CUSPE - NÓS NÃO GOSTAMOS DE GENTE,bob cuspe - nos nao gostamos de gente,49.5,10,Academia Brasileira de Cinema [Grande Prêmio do Cinema Brasileiro] | CINANIMA | Festival de Cinema de Cartagena | Festival Internacional de Animação - Annecy | Festival Internacional de Cine de Mar del Plata | Festival Internacional de Cinema de Guadalajara | Festival Internacional do Novo Cinema Latino-americano (Festival de Havana) | Mostra Internacional de Cinema de São Paulo | Ottawa International Animation Festival | Sitges - Festival Internacional de Cinema Fantástico da Catalunha,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1700054400000,AS DUAS IRENES,as duas irenes,49.5,17,Academia Brasileira de Cinema [Grande Prêmio do Cinema Brasileiro] | FESTIN Lisboa | Festival de Cinema Brésilien de Paris | Festival de Gramado | Festival do Rio | Festival Internacional de Cine de Mar del Plata | Festival Internacional de Cinema de Berlim | Festival Internacional de Cinema de Chicago | Festival Internacional de Cinema de Guadalajara | Festival Internacional de Cinema de Punta Del Este | Festival Internacional de Cinema do Cairo | Festival Internacional de Cinema do Uruguai | Festival Internacional do Novo Cinema Latino-americano (Festival de Havana) | Film Festival Ghent | Palm Springs | Semana Internacional de Cine de Valladolid (Seminci) | SIFF - Seattle International Film Festival,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2200312700000,CARVÃO,carvao,48.5,13,Academia Brasileira de Cinema [Grande Prêmio do Cinema Brasileiro] | Donostia - Festival Internacional de Cinema de San Sebastián | Encontros de Cinema da Amércia Latina de Toulouse | Festival de Cinema de Istambul | Festival de Cinema Ibero-americano de Huelva | Festival do Rio | Festival Internacional de Cinema de Miami | Festival Internacional de Cinema de Toronto | Festival Internacional de Melbourne | Los Angeles AFI Fest | Mix Brasil | Mostra Internacional de Cinema de São Paulo | Transilvania International Film Festival,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
